datetime,tcu_fk,tensao_painel_0,tensao_painel_1,tensao_painel_2,tensao_painel_3,tensao_painel_4,tensao_painel_5,tensao_painel_6,tensao_painel_7,tensao_painel_8,tensao_painel_9,tensao_painel_10,tensao_painel_11,tensao_painel_12,tensao_painel_13,tensao_painel_14,tensao_painel_15,tensao_painel_16,tensao_painel_17,tensao_painel_18,tensao_painel_19,tensao_painel_20,tensao_painel_21,tensao_painel_22,tensao_painel_23,tensao_painel_24,tensao_motor_0,tensao_motor_1,tensao_motor_2,tensao_motor_3,tensao_motor_4,tensao_motor_5,tensao_motor_6,tensao_motor_7,tensao_motor_8,tensao_motor_9,tensao_motor_10,tensao_motor_11,tensao_motor_12,tensao_motor_13,tensao_motor_14,tensao_motor_15,tensao_motor_16,tensao_motor_17,tensao_motor_18,tensao_motor_19,tensao_motor_20,tensao_motor_21,tensao_motor_22,tensao_motor_23,tensao_motor_24,corrente_motor_0,corrente_motor_1,corrente_motor_2,corrente_motor_3,corrente_motor_4,corrente_motor_5,corrente_motor_6,corrente_motor_7,corrente_motor_8,corrente_motor_9,corrente_motor_10,corrente_motor_11,corrente_motor_12,corrente_motor_13,corrente_motor_14,corrente_motor_15,corrente_motor_16,corrente_motor_17,corrente_motor_18,corrente_motor_19,corrente_motor_20,corrente_motor_21,corrente_motor_22,corrente_motor_23,corrente_motor_24,estado_bateria_0,estado_bateria_1,estado_bateria_2,estado_bateria_3,estado_bateria_4,estado_bateria_5,estado_bateria_6,estado_bateria_7,estado_bateria_8,estado_bateria_9,estado_bateria_10,estado_bateria_11,estado_bateria_12,estado_bateria_13,estado_bateria_14,estado_bateria_15,estado_bateria_16,estado_bateria_17,estado_bateria_18,estado_bateria_19,estado_bateria_20,estado_bateria_21,estado_bateria_22,estado_bateria_23,estado_bateria_24,temperatura_painel_0,temperatura_painel_1,temperatura_painel_2,temperatura_painel_3,temperatura_painel_4,temperatura_painel_5,temperatura_painel_6,temperatura_painel_7,temperatura_painel_8,temperatura_painel_9,temperatura_painel_10,temperatura_painel_11,temperatura_painel_12,temperatura_painel_13,temperatura_painel_14,temperatura_painel_15,temperatura_painel_16,temperatura_painel_17,temperatura_painel_18,temperatura_painel_19,temperatura_painel_20,temperatura_painel_21,temperatura_painel_22,temperatura_painel_23,temperatura_painel_24,posicao_angular_0,posicao_angular_1,posicao_angular_2,posicao_angular_3,posicao_angular_4,posicao_angular_5,posicao_angular_6,posicao_angular_7,posicao_angular_8,posicao_angular_9,posicao_angular_10,posicao_angular_11,posicao_angular_12,posicao_angular_13,posicao_angular_14,posicao_angular_15,posicao_angular_16,posicao_angular_17,posicao_angular_18,posicao_angular_19,posicao_angular_20,posicao_angular_21,posicao_angular_22,posicao_angular_23,posicao_angular_24
2024-07-24T13:50:16.292266+00:00,AC1F09FFFE0B30FE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,2.47,2.54,2.49,2.54,2.43,2.54,2.54,2.53,2.53,2.51,2.5,2.5,2.53,2.46,2.52,2.51,2.56,2.5,2.47,2.58,2.57,2.56,2.59,2.58,0.92,0.95,1.01,0.95,1.01,1.01,0.95,0.95,0.97,0.94,1.01,1.01,0.95,0.95,1.01,1.02,0.95,1.02,1.02,0.95,0.93,1.02,0.96,0.93,0.93,27.64,27.52,27.71,27.62,27.72,27.41,27.71,27.72,27.68,27.67,27.6,27.55,27.56,27.64,27.49,27.72,27.72,27.76,27.71,27.63,27.8,27.8,27.76,27.83,27.84,24.12,23.88,23.88,24.0,23.88,23.88,24.0,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.5,23.5,23.5,23.5,23.5,23.5,23.62,23.5,23.5,23.5,23.5,48.5,43.5,29.5,15.75,2.0,-12.62,-27.62,-42.25,-52.25,-37.75,-23.25,-8.94,5.62,19.25,52.5,38.5,24.88,11.12,-3.16,-17.25,-55.0,-55.0,-44.75,-23.5,-23.5
